district_name,fin_year,lgd_district_code,lgd_state_code,mnth,scheme_code,state_name,total_aadhar,total_beneficiaries,total_gen,total_mobileno,total_obc,total_sc,total_st
KATIHAR,2023-2024,201,10,04,IGNOAPS,BIHAR,65978,89328,82995,70833,2408,2842,1083
"PURBI CHAMPARAN",2023-2024,213,10,04,IGNOAPS,BIHAR,113586,173824,137793,123924,8262,26182,1587
SIWAN,2023-2024,222,10,04,IGNOAPS,BIHAR,71930,98177,39740,82855,30124,22994,5319
"WEST DISTRICT",2023-2024,228,11,04,IGNOAPS,SIKKIM,0,5061,1462,0,1270,222,2107
"KURUNG KUMEY",2023-2024,233,12,04,IGNOAPS,"ARUNACHAL PRADESH",860,1909,0,0,0,0,1909
TAWANG,2023-2024,238,12,04,IGNOAPS,"ARUNACHAL PRADESH",1505,2141,0,81,0,0,2141
"UPPER SUBANSIRI",2023-2024,241,12,04,IGNOAPS,"ARUNACHAL PRADESH",1471,2949,0,0,0,0,2949
"LOWER SIANG",2023-2024,719,12,04,IGNOAPS,"ARUNACHAL PRADESH",365,543,0,39,0,0,543
LEPARADA,2023-2024,724,12,04,IGNOAPS,"ARUNACHAL PRADESH",497,771,0,0,0,0,771
MOKOKCHUNG,2023-2024,246,13,04,IGNOAPS,NAGALAND,451,7294,0,192,0,3,7291
TUENSANG,2023-2024,249,13,04,IGNOAPS,NAGALAND,1,5999,4164,0,15,10,1810
ZUNHEBOTO,2023-2024,251,13,04,IGNOAPS,NAGALAND,1155,6105,0,0,0,0,6105
ANANTNAG,2023-2024,1,1,05,IGNOAPS,"JAMMU AND KASHMIR",5820,8175,7708,1223,114,43,310
BARAMULLA,2023-2024,3,1,05,IGNOAPS,"JAMMU AND KASHMIR",3878,8621,8177,1357,169,129,146
BANKA,2023-2024,190,10,05,IGNOAPS,BIHAR,48604,63718,50483,53394,3816,8199,1220
BEGUSARAI,2023-2024,191,10,05,IGNOAPS,BIHAR,79433,96466,56403,79898,20042,19367,654
JAMUI,2023-2024,198,10,05,IGNOAPS,BIHAR,38497,57172,11990,46771,31048,10492,3642
MUZAFFARPUR,2023-2024,208,10,05,IGNOAPS,BIHAR,172991,226573,180237,193091,1932,43998,406
SAMASTIPUR,2023-2024,217,10,05,IGNOAPS,BIHAR,94674,119892,87167,103204,2970,29314,441
"SOUTH DISTRICT",2023-2024,227,11,05,IGNOAPS,SIKKIM,0,4377,1368,2754,1518,194,1297
"KURUNG KUMEY",2023-2024,233,12,05,IGNOAPS,"ARUNACHAL PRADESH",860,1909,0,0,0,0,1909
"LOWER DIBANG VALLEY",2023-2024,235,12,05,IGNOAPS,"ARUNACHAL PRADESH",1130,1470,0,167,0,0,1470
"WEST KAMENG",2023-2024,242,12,05,IGNOAPS,"ARUNACHAL PRADESH",1127,2193,0,0,0,0,2193
SIANG,2023-2024,679,12,05,IGNOAPS,"ARUNACHAL PRADESH",356,888,0,0,0,0,888
KAMLE,2023-2024,718,12,05,IGNOAPS,"ARUNACHAL PRADESH",432,895,0,0,0,0,895
DIMAPUR,2023-2024,244,13,05,IGNOAPS,NAGALAND,5,5665,104,2,13,5,5543
PHEK,2023-2024,248,13,05,IGNOAPS,NAGALAND,987,6351,0,45,0,0,6351
WOKHA,2023-2024,250,13,05,IGNOAPS,NAGALAND,0,5839,0,0,0,16,5823
BISHNUPUR,2023-2024,252,14,05,IGNOAPS,MANIPUR,4292,5681,4858,3,224,573,26
CHANDEL,2023-2024,253,14,05,IGNOAPS,MANIPUR,1028,2085,41,20,64,0,1980
ANANTNAG,2023-2024,1,1,10,IGNOAPS,"JAMMU AND KASHMIR",6143,8165,7699,1223,114,42,310
SRINAGAR,2023-2024,13,1,10,IGNOAPS,"JAMMU AND KASHMIR",2619,5350,5345,1028,0,0,5
RAMBAN,2023-2024,621,1,10,IGNOAPS,"JAMMU AND KASHMIR",1778,2197,2035,22,0,46,116
SHOPIAN,2023-2024,625,1,10,IGNOAPS,"JAMMU AND KASHMIR",1408,1583,1361,1129,0,0,222
BEGUSARAI,2023-2024,191,10,10,IGNOAPS,BIHAR,79433,96466,56403,79898,20042,19367,654
GAYA,2023-2024,196,10,10,IGNOAPS,BIHAR,115056,148983,82891,109901,3933,61247,912
GOPALGANJ,2023-2024,197,10,10,IGNOAPS,BIHAR,37717,63573,25578,55428,22531,12700,2764
SHEIKHPURA,2023-2024,219,10,10,IGNOAPS,BIHAR,19006,24206,17849,20225,3585,2719,53
SIWAN,2023-2024,222,10,10,IGNOAPS,BIHAR,71930,98177,39740,82855,30124,22994,5319
ARWAL,2023-2024,611,10,10,IGNOAPS,BIHAR,18089,27183,23753,21564,630,2731,69
"WEST DISTRICT",2023-2024,228,11,10,IGNOAPS,SIKKIM,0,5061,1462,0,1270,222,2107
"UPPER DIBANG VALLEY",2023-2024,230,12,10,IGNOAPS,"ARUNACHAL PRADESH",160,242,0,0,0,0,242
"EAST SIANG",2023-2024,232,12,10,IGNOAPS,"ARUNACHAL PRADESH",1671,2680,0,0,0,0,2680
"UPPER SIANG",2023-2024,240,12,10,IGNOAPS,"ARUNACHAL PRADESH",1132,2067,0,17,0,0,2067
"LOWER SIANG",2023-2024,719,12,10,IGNOAPS,"ARUNACHAL PRADESH",365,543,0,39,0,0,543
DIMAPUR,2023-2024,244,13,10,IGNOAPS,NAGALAND,5,5665,104,2,13,5,5543
LONGLENG,2023-2024,615,13,10,IGNOAPS,NAGALAND,0,2163,36,0,4,0,2123
"IMPHAL EAST",2023-2024,255,14,10,IGNOAPS,MANIPUR,7561,9031,1285,146,7324,51,371
SENAPATI,2023-2024,257,14,10,IGNOAPS,MANIPUR,3754,8014,508,1,1,0,7505
THOUBAL,2023-2024,259,14,10,IGNOAPS,MANIPUR,5795,8871,7202,5,1193,461,15
LAWNGTLAI,2023-2024,264,15,10,IGNOAPS,MIZORAM,526,1848,174,792,0,0,1674
CACHAR,2023-2024,282,18,10,IGNOAPS,ASSAM,20276,34523,24727,23066,4199,4653,944
KARIMGANJ,2023-2024,293,18,10,IGNOAPS,ASSAM,11832,11958,11158,8564,315,430,55
MORIGAON,2023-2024,296,18,10,IGNOAPS,ASSAM,13472,23979,17827,7512,1883,2102,2167
TINSUKIA,2023-2024,302,18,10,IGNOAPS,ASSAM,17426,22399,15236,18103,4912,607,1644
HOJAI,2023-2024,709,18,10,IGNOAPS,ASSAM,9939,17881,15966,11229,275,1466,174
"24 PARGANAS SOUTH",2023-2024,304,19,10,IGNOAPS,"WEST BENGAL",93729,99703,67676,84053,321,28989,2494
COOCHBEHAR,2023-2024,308,19,10,IGNOAPS,"WEST BENGAL",44114,44681,21738,44226,245,22436,259
DARJEELING,2023-2024,309,19,10,IGNOAPS,"WEST BENGAL",12926,13764,7482,11813,323,3340,2619
HOOGHLY,2023-2024,312,19,10,IGNOAPS,"WEST BENGAL",59617,61537,34135,56459,3534,20928,2919
MALDAH,2023-2024,316,19,10,IGNOAPS,"WEST BENGAL",51267,54236,41434,48631,410,10202,2156
PURULIA,2023-2024,321,19,10,IGNOAPS,"WEST BENGAL",44147,46606,28799,38188,438,10207,7110
KALIMPONG,2023-2024,702,19,10,IGNOAPS,"WEST BENGAL",2428,2449,1552,2448,1,188,708
BILASPUR,2023-2024,15,2,10,IGNOAPS,"HIMACHAL PRADESH",2882,5735,3207,0,260,2099,169
KULLU,2023-2024,20,2,10,IGNOAPS,"HIMACHAL PRADESH",1609,4546,2621,0,88,1783,54
UNA,2023-2024,26,2,10,IGNOAPS,"HIMACHAL PRADESH",2089,6047,2031,0,1944,1900,172
BOKARO,2023-2024,322,20,10,IGNOAPS,JHARKHAND,37306,37374,8722,18848,18214,5492,4946
GARHWA,2023-2024,328,20,10,IGNOAPS,JHARKHAND,62008,63301,14352,17111,27640,15487,5822
GODDA,2023-2024,330,20,10,IGNOAPS,JHARKHAND,55200,57156,12118,9397,32578,4847,7613
HAZARIBAG,2023-2024,332,20,10,IGNOAPS,JHARKHAND,41878,42663,29597,30829,6241,6483,342
JAMTARA,2023-2024,333,20,10,IGNOAPS,JHARKHAND,33642,34421,3635,31641,19234,2729,8823
PAKUR,2023-2024,337,20,10,IGNOAPS,JHARKHAND,18330,18443,3535,16679,8177,480,6251
RAMGARH,2023-2024,607,20,10,IGNOAPS,JHARKHAND,20064,20166,1721,19854,11717,2222,4506
BALESHWAR,2023-2024,346,21,10,IGNOAPS,ODISHA,73352,73619,58613,28160,8329,4992,1685
BHADRAK,2023-2024,348,21,10,IGNOAPS,ODISHA,45526,45762,29974,36007,9493,5893,402
DEOGARH,2023-2024,351,21,10,IGNOAPS,ODISHA,10675,10675,6044,5552,2160,1019,1452
NABARANGAPUR,2023-2024,366,21,10,IGNOAPS,ODISHA,49014,50332,18185,13823,6685,7176,18286
NUAPADA,2023-2024,368,21,10,IGNOAPS,ODISHA,38931,39826,20557,20969,10527,2842,5900
SUNDARGARH,2023-2024,373,21,10,IGNOAPS,ODISHA,55163,57220,23623,42597,3752,4551,25294
BILASPUR,2023-2024,375,22,10,IGNOAPS,CHHATTISGARH,40154,43628,25148,18925,12404,3751,2325
DURG,2023-2024,378,22,10,IGNOAPS,CHHATTISGARH,29716,31804,19197,18454,10240,1449,918
KORBA,2023-2024,383,22,10,IGNOAPS,CHHATTISGARH,25314,28207,8253,2463,6257,2023,11674
SUKMA,2023-2024,642,22,10,IGNOAPS,CHHATTISGARH,4974,6385,442,1161,581,137,5225
BALODABAZAR,2023-2024,644,22,10,IGNOAPS,CHHATTISGARH,23017,23926,6159,8157,11262,3958,2547
SURAJPUR,2023-2024,648,22,10,IGNOAPS,CHHATTISGARH,15952,17240,5304,5745,5314,1075,5547
"MANENDRAGARH CHIRMIRI BHARATPUR",2023-2024,760,22,10,IGNOAPS,CHHATTISGARH,8198,8395,2435,2887,1666,595,3699
ANUPPUR,2023-2024,390,23,10,IGNOAPS,"MADHYA PRADESH",12229,24354,1748,10205,7601,2799,12206
GUNA,2023-2024,406,23,10,IGNOAPS,"MADHYA PRADESH",36068,50776,3248,20648,26138,11156,10234
KATNI,2023-2024,413,23,10,IGNOAPS,"MADHYA PRADESH",25888,54789,5992,25248,25003,8475,15319
RATLAM,2023-2024,423,23,10,IGNOAPS,"MADHYA PRADESH",38161,55698,6686,20905,15815,11120,22077
SATNA,2023-2024,426,23,10,IGNOAPS,"MADHYA PRADESH",90739,129666,27272,48237,51111,27328,23955
SIDHI,2023-2024,433,23,10,IGNOAPS,"MADHYA PRADESH",44655,62365,12907,25374,23554,8393,17511
UMARIA,2023-2024,436,23,10,IGNOAPS,"MADHYA PRADESH",16531,38798,4955,16729,12038,3634,18171
NARMADA,2023-2024,452,24,10,IGNOAPS,GUJARAT,40840,46196,5932,12587,2298,1408,36556
"SABAR KANTHA",2023-2024,458,24,10,IGNOAPS,GUJARAT,23991,25911,8877,16416,6396,3293,7331
ARVALLI,2023-2024,672,24,10,IGNOAPS,GUJARAT,18555,18727,3359,5424,9907,1817,3643
AURANGABAD,2023-2024,469,27,10,IGNOAPS,MAHARASHTRA,34132,38367,38281,10530,22,46,18
GONDIA,2023-2024,476,27,10,IGNOAPS,MAHARASHTRA,21621,24533,10566,7983,8527,3551,1889
LATUR,2023-2024,481,27,10,IGNOAPS,MAHARASHTRA,61093,71945,46325,6607,14077,9865,1678
PARBHANI,2023-2024,489,27,10,IGNOAPS,MAHARASHTRA,31658,36740,35061,2260,417,1127,135
PUNE,2023-2024,490,27,10,IGNOAPS,MAHARASHTRA,7369,10170,8546,836,665,739,220
YAVATMAL,2023-2024,500,27,10,IGNOAPS,MAHARASHTRA,33531,34790,24527,9495,5618,2427,2218
GUNTUR,2023-2024,506,28,10,IGNOAPS,"ANDHRA PRADESH",81615,115350,61771,79009,28403,18928,6248
KURNOOL,2023-2024,511,28,10,IGNOAPS,"ANDHRA PRADESH",57705,83734,22473,59965,44727,14613,1921
NTR,2023-2024,749,28,10,IGNOAPS,"ANDHRA PRADESH",16235,16235,8776,16203,6694,317,448
Bapatla,2023-2024,750,28,10,IGNOAPS,"ANDHRA PRADESH",13783,13783,5986,13768,7022,468,307
Annamayya,2023-2024,753,28,10,IGNOAPS,"ANDHRA PRADESH",15333,15333,8534,15319,6143,265,391
Nandyal,2023-2024,755,28,10,IGNOAPS,"ANDHRA PRADESH",13876,13876,5371,13855,5036,2919,550
"BENGALURU RURAL",2023-2024,526,29,10,IGNOAPS,KARNATAKA,19218,19723,5073,15222,12064,2099,487
"CHAMARAJA NAGARA",2023-2024,531,29,10,IGNOAPS,KARNATAKA,26262,27639,548,18058,25241,1399,451
CHITRADURGA,2023-2024,533,29,10,IGNOAPS,KARNATAKA,18376,19236,962,14025,14598,2122,1554
HASSAN,2023-2024,539,29,10,IGNOAPS,KARNATAKA,47047,48403,7534,39922,35634,4810,425
KOPPAL,2023-2024,543,29,10,IGNOAPS,KARNATAKA,24556,25359,4329,18601,17961,1538,1531
MANDYA,2023-2024,544,29,10,IGNOAPS,KARNATAKA,47096,48624,2622,36440,44196,1746,60
MYSORE,2023-2024,545,29,10,IGNOAPS,KARNATAKA,39825,44380,14834,26972,22219,4770,2557
RAICHUR,2023-2024,546,29,10,IGNOAPS,KARNATAKA,19128,20237,2949,14731,14635,1319,1334
"UTTARA KANNADA",2023-2024,550,29,10,IGNOAPS,KARNATAKA,12738,12973,703,10048,11208,787,275
FARIDKOT,2023-2024,29,3,10,IGNOAPS,PUNJAB,2566,4043,3964,3046,4,75,0
"SAS NAGAR",2023-2024,608,3,10,IGNOAPS,PUNJAB,712,2014,2005,1985,3,6,0
PATHANKOT,2023-2024,662,3,10,IGNOAPS,PUNJAB,1708,3567,3244,3180,46,276,1
"NORTH GOA",2023-2024,551,30,10,IGNOAPS,GOA,4049,4361,2657,14,1299,130,275
CUDDALORE,2023-2024,570,33,10,IGNOAPS,"TAMIL NADU",46700,58908,1842,19266,39250,17779,37
DINDIGUL,2023-2024,572,33,10,IGNOAPS,"TAMIL NADU",11150,20307,220,16874,15710,4359,18
KANYAKUMARI,2023-2024,575,33,10,IGNOAPS,"TAMIL NADU",22149,25222,1347,24669,22959,786,130
KARUR,2023-2024,576,33,10,IGNOAPS,"TAMIL NADU",16257,19804,1831,11824,11965,6008,0
PERAMBALUR,2023-2024,581,33,10,IGNOAPS,"TAMIL NADU",13696,14311,177,14283,9007,5121,6
THOOTHUKKUDI,2023-2024,594,33,10,IGNOAPS,"TAMIL NADU",13174,15394,917,12407,11410,3067,0
PONDICHERRY,2023-2024,600,34,10,IGNOAPS,PUDUCHERRY,1801,17713,14957,8,175,2515,66
ADILABAD,2023-2024,501,36,10,IGNOAPS,TELANGANA,12136,16195,1471,14784,8794,2469,3461
HYDERABAD,2023-2024,507,36,10,IGNOAPS,TELANGANA,932,990,532,764,400,54,4
NIZAMABAD,2023-2024,516,36,10,IGNOAPS,TELANGANA,21541,26918,2114,26515,18041,4619,2144
RANGAREDDI,2023-2024,518,36,10,IGNOAPS,TELANGANA,21501,22194,2285,19096,14828,4025,1056
HANUMAKONDA,2023-2024,686,36,10,IGNOAPS,TELANGANA,448,448,7,372,300,137,4
WANAPARTHY,2023-2024,693,36,10,IGNOAPS,TELANGANA,11616,12851,857,10260,8805,2309,880
"KOMARAM BHEEM ASIFABAD",2023-2024,699,36,10,IGNOAPS,TELANGANA,6844,8306,369,7383,4027,1480,2430
MULUGU,2023-2024,720,36,10,IGNOAPS,TELANGANA,2815,3435,186,2782,1799,553,897
"DADRA AND NAGAR HAVELI",2023-2024,465,38,10,IGNOAPS,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",34,9646,5,2,429,529,8683
ALMORA,2023-2024,45,5,10,IGNOAPS,UTTARAKHAND,13270,24432,17146,8284,306,6969,11
NAINITAL,2023-2024,51,5,10,IGNOAPS,UTTARAKHAND,7740,13904,9700,8603,74,4054,76
"TEHRI GARWAL",2023-2024,55,5,10,IGNOAPS,UTTARAKHAND,5654,21166,17667,2897,56,3439,4
"UDAM SINGH NAGAR",2023-2024,56,5,10,IGNOAPS,UTTARAKHAND,8816,21226,11101,15218,4296,3112,2717
FATEHABAD,2023-2024,61,6,10,IGNOAPS,HARYANA,10724,16092,9369,7000,2275,4448,0
PALWAL,2023-2024,619,6,10,IGNOAPS,HARYANA,7779,10646,5205,6966,3311,2130,0
JIND,2023-2024,65,6,10,IGNOAPS,HARYANA,10914,15352,7694,8881,3395,4263,0
"CHARKI DADRI",2023-2024,701,6,10,IGNOAPS,HARYANA,3799,5447,2810,3604,1146,1491,0
REWARI,2023-2024,72,6,10,IGNOAPS,HARYANA,6287,9211,3572,4576,3574,2065,0
YAMUNANAGAR,2023-2024,76,6,10,IGNOAPS,HARYANA,11634,17293,9129,8677,4640,3524,0
WEST,2023-2024,85,7,10,IGNOAPS,DELHI,12775,12786,12786,2973,0,0,0
JHALAWAR,2023-2024,105,8,10,IGNOAPS,RAJASTHAN,19031,20631,1874,18949,10426,5570,2761
UDAIPUR,2023-2024,117,8,10,IGNOAPS,RAJASTHAN,73528,93711,10670,74880,14901,4632,63508
BARMER,2023-2024,90,8,10,IGNOAPS,RAJASTHAN,44941,51527,9635,45270,27763,10030,4099
CHURU,2023-2024,96,8,10,IGNOAPS,RAJASTHAN,27888,33524,6597,28651,16696,10051,180
ALIGARH,2023-2024,119,9,10,IGNOAPS,"UTTAR PRADESH",51392,86187,15176,43042,42594,28003,72
BARABANKI,2023-2024,129,9,10,IGNOAPS,"UTTAR PRADESH",80990,134095,21132,69497,67143,45235,453
BASTI,2023-2024,131,9,10,IGNOAPS,"UTTAR PRADESH",80263,132624,23989,74819,76086,32492,50
FARRUKHABAD,2023-2024,141,9,10,IGNOAPS,"UTTAR PRADESH",42487,64075,12821,28344,38840,12295,44
GHAZIPUR,2023-2024,146,9,10,IGNOAPS,"UTTAR PRADESH",80511,127054,14178,67764,74175,37738,926
JALAUN,2023-2024,151,9,10,IGNOAPS,"UTTAR PRADESH",58738,88745,18160,44538,37300,33153,24
"JYOTIBA PHOOLE NAGAR",2023-2024,154,9,10,IGNOAPS,"UTTAR PRADESH",24284,59173,15661,15601,24583,18758,24
MORADABAD,2023-2024,171,9,10,IGNOAPS,"UTTAR PRADESH",31239,57596,22198,22573,26031,9039,12
UKHRUL,2023-2024,260,14,11,IGNOAPS,MANIPUR,3506,3743,13,296,0,2,3728
LAWNGTLAI,2023-2024,264,15,11,IGNOAPS,MIZORAM,526,1848,174,792,0,0,1674
MAMIT,2023-2024,266,15,11,IGNOAPS,MIZORAM,1520,2077,20,1617,0,0,2057
SAIHA,2023-2024,267,15,11,IGNOAPS,MIZORAM,676,1170,117,798,1,1,1051
DHALAI,2023-2024,269,16,11,IGNOAPS,TRIPURA,11701,19075,4713,131,1292,3172,9898
"RI BHOI",2023-2024,276,17,11,IGNOAPS,MEGHALAYA,2943,6197,93,284,5,30,6069
"WEST GARO HILLS",2023-2024,278,17,11,IGNOAPS,MEGHALAYA,4496,9376,3094,450,152,131,5999
BARPETA,2023-2024,280,18,11,IGNOAPS,ASSAM,18245,21345,20577,17942,331,401,36
KARIMGANJ,2023-2024,293,18,11,IGNOAPS,ASSAM,11857,11985,11184,8591,316,430,55
KOKRAJHAR,2023-2024,294,18,11,IGNOAPS,ASSAM,15942,21888,7704,17227,3342,820,10022
NAGAON,2023-2024,297,18,11,IGNOAPS,ASSAM,29227,47633,41493,34503,2123,2870,1147
BAKSA,2023-2024,616,18,11,IGNOAPS,ASSAM,11731,22799,12678,9584,2756,1698,5667
MAJULI,2023-2024,706,18,11,IGNOAPS,ASSAM,5666,5889,2798,5792,633,700,1758
"24 PARGANAS NORTH",2023-2024,303,19,11,IGNOAPS,"WEST BENGAL",110429,114254,79207,96894,2735,27607,4209
BIRBHUM,2023-2024,307,19,11,IGNOAPS,"WEST BENGAL",80143,83197,52273,72410,1892,25519,3338
"DINAJPUR DAKSHIN",2023-2024,310,19,11,IGNOAPS,"WEST BENGAL",24272,25472,13825,24857,100,7989,3556
DEOGHAR,2023-2024,324,20,11,IGNOAPS,JHARKHAND,37997,38313,14775,15895,17716,5127,695
"PURBI SINGHBHUM",2023-2024,327,20,11,IGNOAPS,JHARKHAND,51413,51985,24818,31798,11179,2817,13171
LOHARDAGA,2023-2024,336,20,11,IGNOAPS,JHARKHAND,9710,9952,4039,1164,1385,482,4046
PALAMU,2023-2024,338,20,11,IGNOAPS,JHARKHAND,75147,77709,17293,17898,32760,21863,5793
"SARAIKELA KHARSAWAN",2023-2024,341,20,11,IGNOAPS,JHARKHAND,37151,37356,4181,25892,20078,2052,11045
"WEST SINGHBHUM",2023-2024,343,20,11,IGNOAPS,JHARKHAND,26098,26969,1143,24621,7926,1304,16596
KALAHANDI,2023-2024,358,21,11,IGNOAPS,ODISHA,52215,53631,16516,27130,18915,8066,10134
NUAPADA,2023-2024,368,21,11,IGNOAPS,ODISHA,38998,39893,20581,21030,10543,2855,5914
JANJGIR-CHAMPA,2023-2024,379,22,11,IGNOAPS,CHHATTISGARH,22237,24768,9504,1903,9609,4243,1412
JASHPUR,2023-2024,380,22,11,IGNOAPS,CHHATTISGARH,21697,24647,4148,10683,4966,1840,13693
KONDAGAON,2023-2024,643,22,11,IGNOAPS,CHHATTISGARH,15908,16193,1841,5389,2915,718,10719
SURAJPUR,2023-2024,648,22,11,IGNOAPS,CHHATTISGARH,15952,17240,5304,5745,5314,1075,5547
INDORE,2023-2024,410,23,11,IGNOAPS,"MADHYA PRADESH",20366,26191,3435,9140,9735,8276,4745
KHARGONE,2023-2024,414,23,11,IGNOAPS,"MADHYA PRADESH",31865,68624,5716,28829,26776,14489,21643
MANDLA,2023-2024,415,23,11,IGNOAPS,"MADHYA PRADESH",25363,48203,955,21394,16414,2410,28424
NEEMUCH,2023-2024,419,23,11,IGNOAPS,"MADHYA PRADESH",9595,24174,3120,7998,13081,5202,2771
RAISEN,2023-2024,421,23,11,IGNOAPS,"MADHYA PRADESH",23309,60196,9854,24861,26704,13621,10017
RAJGARH,2023-2024,422,23,11,IGNOAPS,"MADHYA PRADESH",62270,126940,10400,37037,84472,27897,4171
REWA,2023-2024,424,23,11,IGNOAPS,"MADHYA PRADESH",91422,131761,33857,47222,47201,27111,23592
SIDHI,2023-2024,433,23,11,IGNOAPS,"MADHYA PRADESH",44655,62365,12907,25374,23554,8393,17511
UMARIA,2023-2024,436,23,11,IGNOAPS,"MADHYA PRADESH",16531,38798,4955,16729,12038,3634,18171
VIDISHA,2023-2024,437,23,11,IGNOAPS,"MADHYA PRADESH",31120,62749,8727,22635,32373,17218,4431
ANAND,2023-2024,440,24,11,IGNOAPS,GUJARAT,53670,61437,49272,23351,10398,1331,195
JUNAGADH,2023-2024,448,24,11,IGNOAPS,GUJARAT,18280,20955,8682,18430,8677,3241,351
NAVSARI,2023-2024,453,24,11,IGNOAPS,GUJARAT,14332,14889,3468,4654,1123,491,9807
"PANCH MAHALS",2023-2024,454,24,11,IGNOAPS,GUJARAT,40409,41533,30157,36705,3358,1677,6337
SURENDRANAGAR,2023-2024,460,24,11,IGNOAPS,GUJARAT,40614,41623,10133,35978,23059,7185,1177
TAPI,2023-2024,641,24,11,IGNOAPS,GUJARAT,19486,19598,1288,19231,369,418,17523
"GIR SOMNATH",2023-2024,675,24,11,IGNOAPS,GUJARAT,9996,10772,7444,5166,2283,908,105
AMRAVATI,2023-2024,468,27,11,IGNOAPS,MAHARASHTRA,37112,60014,51549,6640,1083,2763,4619
BEED,2023-2024,470,27,11,IGNOAPS,MAHARASHTRA,17348,21744,20253,131,752,725,14
HINGOLI,2023-2024,477,27,11,IGNOAPS,MAHARASHTRA,12809,14289,12520,1773,376,1269,124
JALNA,2023-2024,479,27,11,IGNOAPS,MAHARASHTRA,34744,38141,36178,20598,994,810,159
KOLHAPUR,2023-2024,480,27,11,IGNOAPS,MAHARASHTRA,18177,21278,18248,6404,1404,1529,97
BANDRA(MSD),2023-2024,483,27,11,IGNOAPS,MAHARASHTRA,260,272,221,176,26,23,2
NASHIK,2023-2024,487,27,11,IGNOAPS,MAHARASHTRA,54127,64917,30510,6239,3921,3415,27071
THANE,2023-2024,497,27,11,IGNOAPS,MAHARASHTRA,3152,3396,1644,196,761,468,523
WASHIM,2023-2024,499,27,11,IGNOAPS,MAHARASHTRA,13456,14544,12118,1753,898,1247,281
ANANTAPUR,2023-2024,502,28,11,IGNOAPS,"ANDHRA PRADESH",111287,151365,57116,99051,70864,17408,5977
CUDDAPAH,2023-2024,504,28,11,IGNOAPS,"ANDHRA PRADESH",57458,81974,43234,54433,26246,10474,2020
"EAST GODAVARI",2023-2024,505,28,11,IGNOAPS,"ANDHRA PRADESH",90128,128053,62407,88053,43966,17354,4326
KRISHNA,2023-2024,510,28,11,IGNOAPS,"ANDHRA PRADESH",68796,95397,43989,66438,29505,18376,3527
Eluru,2023-2024,748,28,11,IGNOAPS,"ANDHRA PRADESH",24604,24604,11019,24579,9997,3391,197
BELGAUM,2023-2024,527,29,11,IGNOAPS,KARNATAKA,63697,70934,11498,40037,51794,5344,2298
"DAKSHINA KANNADA",2023-2024,534,29,11,IGNOAPS,KARNATAKA,15518,16196,325,10112,14538,747,586
GULBARGA,2023-2024,538,29,11,IGNOAPS,KARNATAKA,21765,23687,2759,16025,17826,2948,154
MYSORE,2023-2024,545,29,11,IGNOAPS,KARNATAKA,39825,44380,14834,26972,22219,4770,2557
TUMKUR,2023-2024,548,29,11,IGNOAPS,KARNATAKA,41027,41855,17186,35497,19761,3386,1522
YADGIR,2023-2024,635,29,11,IGNOAPS,KARNATAKA,669,683,48,7,530,60,45
BATHINDA,2023-2024,28,3,11,IGNOAPS,PUNJAB,3037,4689,3590,3631,7,1092,0
FIROZEPUR,2023-2024,31,3,11,IGNOAPS,PUNJAB,4065,9021,7949,8349,62,998,12
MANSA,2023-2024,37,3,11,IGNOAPS,PUNJAB,4485,6981,6562,6785,100,318,1
NAWANSHAHR,2023-2024,40,3,11,IGNOAPS,PUNJAB,2056,2773,2507,2764,13,253,0
RUPNAGAR,2023-2024,42,3,11,IGNOAPS,PUNJAB,1302,2451,2443,2402,1,7,0
"LAKSHADWEEP DISTRICT",2023-2024,553,31,11,IGNOAPS,LAKSHADWEEP,118,120,23,1,1,0,96
ERNAKULAM,2023-2024,555,32,11,IGNOAPS,KERALA,44542,45252,42060,33996,0,2994,198
KANNUR,2023-2024,557,32,11,IGNOAPS,KERALA,30948,31304,30541,25627,0,542,221
KOLLAM,2023-2024,559,32,11,IGNOAPS,KERALA,42954,43702,40419,26807,0,3176,107
WAYANAD,2023-2024,567,32,11,IGNOAPS,KERALA,13344,13550,11521,10077,0,628,1401
COIMBATORE,2023-2024,569,33,11,IGNOAPS,"TAMIL NADU",63292,71897,3103,60499,44190,22818,1786
DHARMAPURI,2023-2024,571,33,11,IGNOAPS,"TAMIL NADU",31118,34389,14644,26837,13064,5571,1110
DINDIGUL,2023-2024,572,33,11,IGNOAPS,"TAMIL NADU",15825,24982,725,21534,18914,5318,25
KRISHNAGIRI,2023-2024,577,33,11,IGNOAPS,"TAMIL NADU",8196,18104,309,16159,15732,1848,215
NAGAPATTINAM,2023-2024,579,33,11,IGNOAPS,"TAMIL NADU",24466,34682,466,26661,20004,14211,1
TIRUVALLUR,2023-2024,589,33,11,IGNOAPS,"TAMIL NADU",35687,85419,23014,84607,38037,23583,785
TIRUNELVELI,2023-2024,592,33,11,IGNOAPS,"TAMIL NADU",28406,31836,8307,30653,16137,7334,58
TIRUVANNAMALAI,2023-2024,593,33,11,IGNOAPS,"TAMIL NADU",41902,47624,18504,42018,18885,9370,865
ARIYALUR,2023-2024,610,33,11,IGNOAPS,"TAMIL NADU",14485,15468,4363,11956,6252,4649,204
